THÔNG TIN SP,,,,,,,,PHÂN LOẠI,GIÁ SX,TỒN KHO,,
PO173,PO173-BE,PO173,BE,,,,,,1,0,0 đ,
76,EDRIC SHIRT,PO174,BẢO TRÂN,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"90,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO174,PO174-BE-M,PO174,BE,M,,,,,1,0,0 đ,
PO174,PO174-BE-L,PO174,BE,L,,,,,1,0,0 đ,
PO174,PO174-BE-XL,PO174,BE,XL,,,,,1,0,0 đ,
PO174,PO174-BE-XXL,PO174,BE,XXL,,,,,1,0,0 đ,
PO174,PO174-NAU-M,PO174,NÂU,M,,,,,1,0,0 đ,
PO174,PO174-NAU-L,PO174,NÂU,L,,,,,1,0,0 đ,
PO174,PO174-NAU-XL,PO174,NÂU,XL,,,,,1,0,0 đ,
PO174,PO174-NAU-XXL,PO174,NÂU,XXL,,,,,1,0,0 đ,
77,JASPER SHIRT,PO175,BẢO TRÂN,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"122,000 đ",4,"488,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO175,PO175-REU-M,PO175,RÊU,M,,,,,1,0,0 đ,
PO175,PO175-REU-L,PO175,RÊU,L,,,,,1,0,0 đ,
PO175,PO175-REU-XL,PO175,RÊU,XL,,,,,1,0,0 đ,
PO175,PO175-REU-XXL,PO175,RÊU,XXL,,,,,1,4,"488,000 đ",
PO175,PO175-DEN-M,PO175,ĐEN,M,,,,,1,0,0 đ,
PO175,PO175-DEN-L,PO175,ĐEN,L,,,,,1,0,0 đ,
PO175,PO175-DEN-XL,PO175,ĐEN,XL,,,,,1,0,0 đ,
PO175,PO175-DEN-XXL,PO175,ĐEN,XXL,,,,,1,0,0 đ,
78,LIAM SHIRT,PO176,TVT,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"95,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO176,PO176-BE-S,PO176,BE,S,,,,,,0,0 đ,
PO176,PO176-BE-M,PO176,BE,M,,,,,,0,0 đ,
PO176,PO176-BE-L,PO176,BE,L,,,,,,0,0 đ,
PO176,PO176-BE-XL,PO176,BE,XL,,,,,,0,0 đ,
PO176,PO176-DEN-S,PO176,ĐEN,S,,,,,,0,0 đ,
PO176,PO176-DEN-M,PO176,ĐEN,M,,,,,,0,0 đ,
PO176,PO176-DEN-L,PO176,ĐEN,L,,,,,,0,0 đ,
PO176,PO176-DEN-XL,PO176,ĐEN,XL,,,,,,0,0 đ,
PO176,PO176-XAM-S,PO176,XÁM ,S,,,,,,0,0 đ,
PO176,PO176-XAM-M,PO176,XÁM ,M,,,,,,0,0 đ,
PO176,PO176-XAM-L,PO176,XÁM ,L,,,,,,0,0 đ,
PO176,PO176-XAM-XL,PO176,XÁM ,XL,,,,,,0,0 đ,
79,NÓN LƯỠI TRAI,PO177,TÂN HUY HOÀNG_NÓN,PHỐI,REGULAR,,PHỤ KIỆN,SẢN PHẨM CHỦ LỰC,"62,000 đ",1,"62,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO177,PO177-BE,PO177,BE,,,,,,1,0,0 đ,
PO177,PO177-NAVY,PO177,NAVY,,,,,,1,1,"62,000 đ",
80,PASEN,PO112,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"120,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO112,PO112-DEN-M,PO112,ĐEN,M,,,,,1,0,0 đ,
PO112,PO112-DEN-L,PO112,ĐEN,L,,,,,1,0,0 đ,
PO112,PO112-DEN-XL,PO112,ĐEN,XL,,,,,1,0,0 đ,
PO112,PO112-DEN-XXL,PO112,ĐEN,XXL,,,,,1,0,0 đ,
81,DEMAN,PO178,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"114,000 đ",0,0 đ,0%
,,MÃ SP,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO178,PO178-TRANG-M,PO178,A THANH,PHỐI,REGULAR,,ÁO POLO,,1,0,0 đ,
PO178,PO178-TRANG-L,PO178,A THANH,PHỐI,REGULAR,,ÁO POLO,,1,0,0 đ,
PO178,PO178-TRANG-XL,PO178,A THANH,PHỐI,REGULAR,,ÁO POLO,,1,0,0 đ,
PO178,PO178-TRANG-XXL,PO178,A THANH,PHỐI,REGULAR,,ÁO POLO,,1,0,0 đ,
,,,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,,,,
82,TOBY,PO179,BẢO TRÂN,PHỐI,REGULAR,,ÁO THUN,SẢN PHẨM CHỦ LỰC,"100,000 đ",8,"800,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO179,PO179-NAU-M,PO179,NÂU,,,,,,1,0,0 đ,
PO179,PO179-NAU-L,PO179,NÂU,,,,,,1,0,0 đ,
PO179,PO179-NAU-XL,PO179,NÂU,,,,,,1,8,"800,000 đ",
PO179,PO179-NAU-XXL,PO179,NÂU,,,,,,1,0,0 đ,
PO179,PO179-NAVY-M,PO179,NAVY,,,,,,1,0,0 đ,
PO179,PO179-NAVY-L,PO179,NAVY,,,,,,1,0,0 đ,
PO179,PO179-NAVY-XL,PO179,NAVY,,,,,,1,0,0 đ,
PO179,PO179-NAVY-XXL,PO179,NAVY,,,,,,1,0,0 đ,
PO179,PO179-DO-M,PO179,ĐỎ,,,,,,1,0,0 đ,
PO179,PO179-DO-L,PO179,ĐỎ,,,,,,1,0,0 đ,
PO179,PO179-DO-XL,PO179,ĐỎ,,,,,,1,0,0 đ,
PO179,PO179-DO-XXL,PO179,ĐỎ,,,,,,1,0,0 đ,
83,MIKE,PO180,TVT,PHỐI,REGULAR,,ÁO THUN,SẢN PHẨM CHỦ LỰC,"94,000 đ",1,"94,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO180,PO180-BE-M,PO180,BE,,,,,,1,0,0 đ,
PO180,PO180-BE-L,PO180,BE,,,,,,1,1,"94,000 đ",
PO180,PO180-BE-XL,PO180,BE,,,,,,1,0,0 đ,
PO180,PO180-BE-XXL,PO180,BE,,,,,,1,0,0 đ,
PO180,PO180-XANH LA-M,PO180,XANH LÁ,,,,,,1,0,0 đ,
PO180,PO180-XANH LA-L,PO180,XANH LÁ,,,,,,1,0,0 đ,
PO180,PO180-XANH LA-XL,PO180,XANH LÁ,,,,,,1,0,0 đ,
PO180,PO180-XANH LA-XXL,PO180,XANH LÁ,,,,,,1,0,0 đ,
PO180,PO180-DEN-M,PO180,ĐEN,,,,,,1,0,0 đ,
PO180,PO180-DEN-L,PO180,ĐEN,,,,,,1,0,0 đ,
PO180,PO180-DEN-XL,PO180,ĐEN,,,,,,1,0,0 đ,
PO180,PO180-DEN-XXL,PO180,ĐEN,,,,,,1,0,0 đ,
84,EDDY,PO181,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO181,PO181-XAM XANH-M,PO181,XÁM XANH,,,,,,1,0,0 đ,
PO181,PO181-XAM XANH-L,PO181,XÁM XANH,,,,,,1,0,0 đ,
PO181,PO181-XAM XANH-XL,PO181,XÁM XANH,,,,,,1,0,0 đ,
PO181,PO181-XAM XANH-XXL,PO181,XÁM XANH,,,,,,1,0,0 đ,
PO181,PO181-XAM DAM-M,PO181,XÁM ĐẬM,,,,,,1,0,0 đ,
PO181,PO181-XAM DAM-L,PO181,XÁM ĐẬM,,,,,,1,0,0 đ,
PO181,PO181-XAM DAM-XL,PO181,XÁM ĐẬM,,,,,,1,0,0 đ,
PO181,PO181-XAM DAM-XXL,PO181,XÁM ĐẬM,,,,,,1,0,0 đ,
85,ANDY,PO182,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"116,000 đ",0,0 đ,0%
PO182,PO182-KEM NHAT-M,PO182,KEM NHẠT,,,,,,1,0,0 đ,
PO182,PO182-KEM NHAT-L,PO182,KEM NHẠT,,,,,,1,0,0 đ,
PO182,PO182-KEM NHAT-XL,PO182,KEM NHẠT,,,,,,1,0,0 đ,
PO182,PO182-KEM NHAT-XXL,PO182,KEM NHẠT,,,,,,1,0,0 đ,
86,JETTY,PO183,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"119,000 đ",0,0 đ,0%
PO183,PO183-NAVY-M,PO183,NAVY,,,,,,1,0,0 đ,
PO183,PO183-NAVY-L,PO183,NAVY,,,,,,1,0,0 đ,
PO183,PO183-NAVY-XL,PO183,NAVY,,,,,,1,0,0 đ,
PO183,PO183-NAVY-XXL,PO183,NAVY,,,,,,1,0,0 đ,
87,WADEN,PO184,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"117,000 đ",0,0 đ,0%
PO184,PO184-NAVY-M,PO184,NAVY,,,,,,1,0,0 đ,
PO184,PO184-NAVY-L,PO184,NAVY,,,,,,1,0,0 đ,
PO184,PO184-NAVY-XL,PO184,NAVY,,,,,,1,0,0 đ,
PO184,PO184-NAVY-XXL,PO184,NAVY,,,,,,1,0,0 đ,
PO184,PO184-KEM NHAT-M,PO184,KEM NHẠT,,,,,,1,0,0 đ,
PO184,PO184-KEM NHAT-L,PO184,KEM NHẠT,,,,,,1,0,0 đ,
PO184,PO184-KEM NHAT-XL,PO184,KEM NHẠT,,,,,,1,0,0 đ,
PO184,PO184-KEM NHAT-XXL,PO184,KEM NHẠT,,,,,,1,0,0 đ,
88,JAX,PO185,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"118,000 đ",0,0 đ,0%
PO185,PO185-TRANG-M,PO185,TRẮNG,,,,,,1,0,0 đ,
PO185,PO185-TRANG-L,PO185,TRẮNG,,,,,,1,0,0 đ,
PO185,PO185-TRANG-XL,PO185,TRẮNG,,,,,,1,0,0 đ,
PO185,PO185-TRANG-XXL,PO185,TRẮNG,,,,,,1,0,0 đ,
89,NIKO,PO186,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
PO186,PO186-TRANG-M,PO186,TRẮNG,,,,,,1,0,0 đ,
PO186,PO186-TRANG-L,PO186,TRẮNG,,,,,,1,0,0 đ,
PO186,PO186-TRANG-XL,PO186,TRẮNG,,,,,,1,0,0 đ,
PO186,PO186-TRANG-XXL,PO186,TRẮNG,,,,,,1,0,0 đ,
90,CODIN,PO187,TVT,PHỐI,REGULAR,,ÁO THUN,SẢN PHẨM CHỦ LỰC,"96,000 đ",0,0 đ,0%
PO187,PO187-NAVY-M,PO187,NAVY,,,,,,1,0,0 đ,
PO187,PO187-NAVY-L,PO187,NAVY,,,,,,1,0,0 đ,
PO187,PO187-NAVY-XL,PO187,NAVY,,,,,,1,0,0 đ,
PO187,PO187-NAVY-XXL,PO187,NAVY,,,,,,1,0,0 đ,
91,WIRO,PO188,A THANH,PHỐI,REGULAR,,ÁO POLO,,"117,000 đ",0,0 đ,0%
PO188,PO188-DEN-M,PO188,ĐEN,,,,,,1,0,0 đ,
PO188,PO188-DEN-L,PO188,ĐEN,,,,,,1,0,0 đ,
PO188,PO188-DEN-XL,PO188,ĐEN,,,,,,1,0,0 đ,
PO188,PO188-DEN-XXL,PO188,ĐEN,,,,,,1,0,0 đ,
92,PREYTA,PO189,A THANH,PHỐI,REGULAR,,ÁO POLO,,"117,000 đ",0,0 đ,0%
PO189,PO189-KEMNHAT-M,PO189,KEM NHẠT,,,,,,1,0,0 đ,
PO189,PO189-KEMNHAT-L,PO189,KEM NHẠT,,,,,,1,0,0 đ,
PO189,PO189-KEMNHAT-XL,PO189,KEM NHẠT,,,,,,1,0,0 đ,
PO189,PO189-KEMNHAT-XXL,PO189,KEM NHẠT,,,,,,1,0,0 đ,
93,FUSION,PO190,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"118,000 đ",0,0 đ,0%
PO190,PO190-TRANG-M,PO190,TRẮNG,,,,,,1,0,0 đ,
PO190,PO190-TRANG-L,PO190,TRẮNG,,,,,,1,0,0 đ,
PO190,PO190-TRANG-XL,PO190,TRẮNG,,,,,,1,0,0 đ,
PO190,PO190-TRANG-XXL,PO190,TRẮNG,,,,,,1,0,0 đ,
94,PRIMER,PO191,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"129,000 đ",0,0 đ,0%
PO191,PO191-TRANG-M,PO191,TRẮNG,,,,,,1,0,0 đ,
PO191,PO191-TRANG-L,PO191,TRẮNG,,,,,,1,0,0 đ,
PO191,PO191-TRANG-XL,PO191,TRẮNG,,,,,,1,0,0 đ,
PO191,PO191-TRANG-XXL,PO191,TRẮNG,,,,,,1,0,0 đ,
95,FENNIK,PO192,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"125,000 đ",112,"14,000,000 đ",0%
PO192,PO192-BEDAM-M,PO192,BE ĐẬM,,,,,,1,3,"375,000 đ",
PO192,PO192-BEDAM-L,PO192,BE ĐẬM,,,,,,1,0,0 đ,
PO192,PO192-BEDAM-XL,PO192,BE ĐẬM,,,,,,1,0,0 đ,
PO192,PO192-BEDAM-XXL,PO192,BE ĐẬM,,,,,,0,109,"13,625,000 đ",
96,TACHI,PO193,TVT,PHỐI,REGULAR,,ÁO THUN,,"95,000 đ",0,0 đ,0%
PO193,PO193-NAU-M,PO193,NÂU,,,,,,1,0,0 đ,
PO193,PO193-NAU-L,PO193,NÂU,,,,,,1,0,0 đ,
PO193,PO193-NAU-XL,PO193,NÂU,,,,,,1,0,0 đ,
PO193,PO193-NAU-XXL,PO193,NÂU,,,,,,1,0,0 đ,
97,RODRI,PO194,A THANH,PHỐI,REGULAR,,ÁO POLO,,"120,000 đ",0,0 đ,0%
PO194,PO194-KEMNHAT-M,PO194,KEM NHẠT,,,,,,1,0,0 đ,
PO194,PO194-KEMNHAT-L,PO194,KEM NHẠT,,,,,,1,0,0 đ,
PO194,PO194-KEMNHAT-XL,PO194,KEM NHẠT,,,,,,1,0,0 đ,
PO194,PO194-KEMNHAT-XXL,PO194,KEM NHẠT,,,,,,1,0,0 đ,
98,VINI,PO195,A THANH,PHỐI,REGULAR,,ÁO POLO,,"117,000 đ",0,0 đ,0%
PO195,PO195-BE-M,PO195,BE,,,,,,1,0,0 đ,
PO195,PO195-BE-L,PO195,BE,,,,,,1,0,0 đ,
PO195,PO195-BE-XL,PO195,BE,,,,,,1,0,0 đ,
PO195,PO195-BE-XXL,PO195,BE,,,,,,1,0,0 đ,
99,BIJAN,PO196,A THANH,PHỐI,REGULAR,,ÁO POLO,,"117,000 đ",0,0 đ,0%
PO196,PO196-NAVY-M,PO196,NAVY,,,,,,1,0,0 đ,
PO196,PO196-NAVY-L,PO196,NAVY,,,,,,1,0,0 đ,
PO196,PO196-NAVY-XL,PO196,NAVY,,,,,,1,0,0 đ,
PO196,PO196-NAVY-XXL,PO196,NAVY,,,,,,1,0,0 đ,
100,TYPER,PO197,TVT,PHỐI,REGULAR,,ÁO THUN,,"108,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO197,PO197-BE-M,PO197,BE,M,,,,,1,0,0 đ,
PO197,PO197-BE-L,PO197,BE,L,,,,,1,0,0 đ,
PO197,PO197-BE-XL,PO197,BE,XL,,,,,1,0,0 đ,
PO197,PO197-BE-XXL,PO197,BE,XXL,,,,,1,0,0 đ,
PO197,PO197-DEN-M,PO197,ĐEN,M,,,,,1,0,0 đ,
PO197,PO197-DEN-L,PO197,ĐEN,L,,,,,1,0,0 đ,
PO197,PO197-DEN-XL,PO197,ĐEN,XL,,,,,1,0,0 đ,
PO197,PO197-DEN-XXL,PO197,ĐEN,XXL,,,,,1,0,0 đ,
101,HANKI,PO198,TVT,PHỐI,REGULAR,,ÁO THUN,,"101,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO198,PO198-BE-M,PO198,BE,M,,,,,1,0,0 đ,
PO198,PO198-BE-L,PO198,BE,L,,,,,1,0,0 đ,
PO198,PO198-BE-XL,PO198,BE,XL,,,,,1,0,0 đ,
PO198,PO198-BE-XXL,PO198,BE,XXL,,,,,1,0,0 đ,
PO198,PO198-XAM-M,PO198,XÁM,M,,,,,1,0,0 đ,
PO198,PO198-XAM-L,PO198,XÁM,L,,,,,1,0,0 đ,
PO198,PO198-XAM-XL,PO198,XÁM,XL,,,,,1,0,0 đ,
PO198,PO198-XAM-XXL,PO198,XÁM,XXL,,,,,1,0,0 đ,
102,GRAMMY,PO199,A THANH,PHỐI,REGULAR,,ÁO POLO,,"114,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO199,PO199-TRANG-M,PO199,TRẮNG,M,,,,,1,0,0 đ,
PO199,PO199-TRANG-L,PO199,TRẮNG,L,,,,,1,0,0 đ,
PO199,PO199-TRANG-XL,PO199,TRẮNG,XL,,,,,1,0,0 đ,
PO199,PO199-TRANG-XXL,PO199,TRẮNG,XXL,,,,,1,0,0 đ,
103,ELON,PO200,A THANH,PHỐI,REGULAR,,ÁO POLO,,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO200,PO200-TRANG-M,PO200,TRẮNG,M,,,,,1,0,0 đ,
PO200,PO200-TRANG-L,PO200,TRẮNG,L,,,,,1,0,0 đ,
PO200,PO200-TRANG-XL,PO200,TRẮNG,XL,,,,,1,0,0 đ,
PO200,PO200-TRANG-XXL,PO200,TRẮNG,XXL,,,,,1,0,0 đ,
104,JAY,PO201,A THANH,PHỐI,REGULAR,,ÁO POLO,,"115,000 đ","1,842","211,830,000 đ",3%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO201,PO201-KEMNHAT-M,PO201,KEM NHẠT,M,,,,,0,136,"15,640,000 đ",
PO201,PO201-KEMNHAT-L,PO201,KEM NHẠT,L,,,,,0,158,"18,170,000 đ",
PO201,PO201-KEMNHAT-XL,PO201,KEM NHẠT,XL,,,,,1,75,"8,625,000 đ",
PO201,PO201-KEMNHAT-XXL,PO201,KEM NHẠT,XXL,,,,,1,0,0 đ,
PO201,PO201-TRANG-M,PO201,TRẮNG,M,,,,,0,192,"22,080,000 đ",
PO201,PO201-TRANG-L,PO201,TRẮNG,L,,,,,0,284,"32,660,000 đ",
PO201,PO201-TRANG-XL,PO201,TRẮNG,XL,,,,,0,188,"21,620,000 đ",
PO201,PO201-TRANG-XXL,PO201,TRẮNG,XXL,,,,,1,98,"11,270,000 đ",
PO201,PO201-NAVY-M,PO201,NAVY,M,,,,,0,181,"20,815,000 đ",
PO201,PO201-NAVY-L,PO201,NAVY,L,,,,,0,260,"29,900,000 đ",
PO201,PO201-NAVY-XL,PO201,NAVY,XL,,,,,0,175,"20,125,000 đ",
PO201,PO201-NAVY-XXL,PO201,NAVY,XXL,,,,,1,95,"10,925,000 đ",
105,NIVIX,PO202,A THANH,PHỐI,REGULAR,,ÁO POLO,,"122,000 đ",251,"30,622,000 đ",0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO202,PO202-TRANG-M,PO202,TRẮNG,M,,,,,1,34,"4,148,000 đ",
PO202,PO202-TRANG-L,PO202,TRẮNG,L,,,,,1,0,0 đ,
PO202,PO202-TRANG-XL,PO202,TRẮNG,XL,,,,,1,0,0 đ,
PO202,PO202-TRANG-XXL,PO202,TRẮNG,XXL,,,,,1,0,0 đ,
PO202,PO202-KEMNHAT-M,PO202,KEM NHẠT,M,,,,,1,72,"8,784,000 đ",
PO202,PO202-KEMNHAT-L,PO202,KEM NHẠT,L,,,,,1,28,"3,416,000 đ",
PO202,PO202-KEMNHAT-XL,PO202,KEM NHẠT,XL,,,,,1,63,"7,686,000 đ",
PO202,PO202-KEMNHAT-XXL,PO202,KEM NHẠT,XXL,,,,,1,54,"6,588,000 đ",
106,ZILL,PO203,A THANH,PHỐI,REGULAR,,ÁO POLO,,"135,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO203,PO203-DEN-M,PO203,ĐEN,M,,,,,1,0,0 đ,
PO203,PO203-DEN-L,PO203,ĐEN,L,,,,,1,0,0 đ,
PO203,PO203-DEN-XL,PO203,ĐEN,XL,,,,,1,0,0 đ,
PO203,PO203-DEN-XXL,PO203,ĐEN,XXL,,,,,1,0,0 đ,
107,VETRA,PO204,A THANH,PHỐI,REGULAR,,ÁO POLO,,"122,000 đ",3,"366,000 đ",0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO204,PO204-NAVY-M,PO204,NAVY,M,,,,,1,0,0 đ,
PO204,PO204-NAVY-L,PO204,NAVY,L,,,,,1,0,0 đ,
PO204,PO204-NAVY-XL,PO204,NAVY,XL,,,,,1,0,0 đ,
PO204,PO204-NAVY-XXL,PO204,NAVY,XXL,,,,,1,0,0 đ,
PO204,PO204-XAMXANH-M,PO204,XÁM XANH,M,,,,,1,0,0 đ,
PO204,PO204-XAMXANH-L,PO204,XÁM XANH,L,,,,,1,0,0 đ,
PO204,PO204-XAMXANH-XL,PO204,XÁM XANH,XL,,,,,1,0,0 đ,
PO204,PO204-XAMXANH-XXL,PO204,XÁM XANH,XXL,,,,,1,3,"366,000 đ",
108,OSCAR,PO205,A THANH,PHỐI,REGULAR,,ÁO POLO,,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO205,PO205-KEMNHAT-M,PO205,KEM NHẠT,M,,,,,1,0,0 đ,
PO205,PO205-KEMNHAT-L,PO205,KEM NHẠT,L,,,,,1,0,0 đ,
PO205,PO205-KEMNHAT-XL,PO205,KEM NHẠT,XL,,,,,1,0,0 đ,
PO205,PO205-KEMNHAT-XXL,PO205,KEM NHẠT,XXL,,,,,1,0,0 đ,
109,DAVID,PO206,A THANH,PHỐI,REGULAR,,ÁO POLO,,"120,000 đ",35,"4,200,000 đ",0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO206,PO206-TRANG-M,PO206,TRẮNG,M,,,,,1,15,"1,800,000 đ",
PO206,PO206-TRANG-L,PO206,TRẮNG,L,,,,,1,0,0 đ,
PO206,PO206-TRANG-XL,PO206,TRẮNG,XL,,,,,1,1,"120,000 đ",
PO206,PO206-TRANG-XXL,PO206,TRẮNG,XXL,,,,,1,19,"2,280,000 đ",
110,WILL,PO207,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"129,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO207,PO207-BENHAT-M,PO207,BE NHẠT,M,,,,,1,0,0 đ,
PO207,PO207-BENHAT-L,PO207,BE NHẠT,L,,,,,1,0,0 đ,
PO207,PO207-BENHAT-XL,PO207,BE NHẠT,XL,,,,,1,0,0 đ,
PO207,PO207-BENHAT-XXL,PO207,BE NHẠT,XXL,,,,,1,0,0 đ,
111,SANE,PO208,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"129,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO208,PO208-BENHAT-M,PO208,BE NHẠT,M,,,,,1,0,0 đ,
PO208,PO208-BENHAT-L,PO208,BE NHẠT,L,,,,,1,0,0 đ,
PO208,PO208-BENHAT-XL,PO208,BE NHẠT,XL,,,,,1,0,0 đ,
PO208,PO208-BENHAT-XXL,PO208,BE NHẠT,XXL,,,,,1,0,0 đ,
112,HARU,PO209,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"124,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO209,PO209-NAVY-M,PO209,NAVY,M,,,,,1,0,0 đ,
PO209,PO209-NAVY-L,PO209,NAVY,L,,,,,1,0,0 đ,
PO209,PO209-NAVY-XL,PO209,NAVY,XL,,,,,1,0,0 đ,
PO209,PO209-NAVY-XXL,PO209,NAVY,XXL,,,,,1,0,0 đ,
113,ZYBER,PO210,A BẢO,PHỐI,REGULAR,,ÁO POLO,,"125,000 đ","1,793","224,125,000 đ",3%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO210,PO210-DEN-M,PO210,ĐEN,M,,,,,0,434,"54,250,000 đ",
PO210,PO210-DEN-L,PO210,ĐEN,L,,,,,0,103,"12,875,000 đ",
PO210,PO210-DEN-XL,PO210,ĐEN,XL,,,,,1,68,"8,500,000 đ",
PO210,PO210-DEN-XXL,PO210,ĐEN,XXL,,,,,0,131,"16,375,000 đ",
PO210,PO210-CAFE-M,PO210,CAFE,M,,,,,0,117,"14,625,000 đ",
PO210,PO210-CAFE-L,PO210,CAFE,L,,,,,0,129,"16,125,000 đ",
PO210,PO210-CAFE-XL,PO210,CAFE,XL,,,,,0,118,"14,750,000 đ",
PO210,PO210-CAFE-XXL,PO210,CAFE,XXL,,,,,1,44,"5,500,000 đ",
PO210,PO210-BENHAT-M,PO210,BE NHẠT,M,,,,,0,163,"20,375,000 đ",
PO210,PO210-BENHAT-L,PO210,BE NHẠT,L,,,,,0,234,"29,250,000 đ",
PO210,PO210-BENHAT-XL,PO210,BE NHẠT,XL,,,,,0,168,"21,000,000 đ",
PO210,PO210-BENHAT-XXL,PO210,BE NHẠT,XXL,,,,,1,84,"10,500,000 đ",
114,GOLDEN,PO211,A BẢO,PHỐI,REGULAR,#REF!,ÁO POLO,,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO211,PO211-NAUDAT-M,PO211,NÂU ĐẤT,M,,,,,1,0,0 đ,
PO211,PO211-NAUDAT-L,PO211,NÂU ĐẤT,L,,,,,1,0,0 đ,
PO211,PO211-NAUDAT-XL,PO211,NÂU ĐẤT,XL,,,,,1,0,0 đ,
PO211,PO211-NAUDAT-XXL,PO211,NÂU ĐẤT,XXL,,,,,1,0,0 đ,
115,MUSA,PO212,A THANH,PHỐI,REGULAR,,ÁO POLO,,"117,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO212,PO212-KEMNHAT-M,PO212,KEM NHẠT,M,,,,,1,0,0 đ,
PO212,PO212-KEMNHAT-L,PO212,KEM NHẠT,L,,,,,1,0,0 đ,
